"id","name","description"
"78","Via Ferrata Les Vigneaux - La Balme","Via ferrata historique et très aérienne au Pays des Ã‰crins. Parcours La Balme de niveau D+, plus sportif. Première partie commune avec Le Colombier : progression ascendante vers la gauche amenant à un mur raide assez athlétique, débouchant sur une vire où se divisent les 2 itinéraires. La Balme continue droit au-dessus jusqu'à déboucher sur une bonne vire amenant au pied d'une cheminée surplombante. Passage très athlétique sur 15 mètres en exploitant bien les marches en place. Vire descendante conduisant au dernier mur raide. Chemin câblé mène directement au sommet de la falaise. Dénivelé 200m entre 1300m et 1500m, parking à 1100m. Rocher calcaire, exposition Sud, gaz fort. Durée 2h avec approche difficile et raide de 25 minutes, retour 40 min. Haute montagne réservée aux confirmés. Encadrement : Bureaux des guides des Ã‰crins ou Vallouise. Gare SNCF L'Argentière-les-Ã‰crins."
"79","Via Ferrata Le Haut des Gorges du Cher","Via ferrata courte de niveau PD permettant de prendre de la hauteur pour profiter au mieux des paysages des Gorges du Cher. Parcours d'environ 1 heure dans un environnement de forêt et rivière avec gaz faible, idéal pour les débutants. Approche facile de 10 minutes. Cette activité est accessible en totale autonomie avec votre propre matériel. Ã€ proximité immédiate, les passerelles des Gorges du Cher permettent de passer d'une rive à l'autre ou de longer la paroi rocheuse au fil de l'eau. IMPORTANT : Réouverte depuis le 22 mars 2025. ATTENTION : Fermetures temporaires possibles en fonction des périodes de nidification d'une espèce de rapace protégée présente sur place. Ouverture prévue du 22 mars au 31 décembre 2025. Vérifier auprès de l'office de tourisme avant de se déplacer."
"80","Via Ferrata Le Claps","Via ferrata sur un site géologique et historique exceptionnel. En 1442, une assise se détacha du flanc sud du Pic de Luc et vint heurter un éperon calcaire. Elle se divisa en blocs énormes et barra la Drôme en deux points, formant deux lacs. En 1804 fut percé un énorme bloc pour laisser s'écouler les eaux à l'endroit de l'actuel Saut de la Drôme. Aujourd'hui, ce site classé est un lieu d'escalade réputé où les familles pique-niquent l'été les pieds dans l'eau. Parcours assez long de 650 mètres de niveau AD+ avec 200 mètres de dénivelé entre 600m et 800m d'altitude, en exposition Nord. Durée 1h30 à 2h avec approche facile et retour en 20-30 minutes. Gaz faible dans environnement exceptionnel de falaise, forêt et rivière. Une des 4 via ferratas du Pays Diois. Gare SNCF Luc-en-Diois à 4 min en voiture, 9 min à vélo, 25 min à pied. NOTE : Parking du snack réservé à la clientèle."
"81","Via Ferrata La Berche","Via ferrata caractérisée par 3 sections très distinctes de 650 mètres de niveau AD à D avec 300 mètres de dénivelé entre 1140m et 1440m, en exposition Sud-Ouest. Section 1 : débute par un pilier à l'extrême droite de l'école d'escalade de la Berche avec niveau progressif suivant la crête et passages athlétiques pouvant être évités par des variantes. Section 2 : se rejoint par court sentier et évolue sur éperons et dalles raides. Section 3 : chemin menant à route forestière (à suivre à gauche sur 500 mètres), puis sentier à gauche pour accéder à la passerelle de la tour débouchant au sommet. Courte descente raide permet de rejoindre sentier de retour. Durée 3h, retour 20 min. IMPORTANT : Garder équipements car parcours en 3 parties. Gaz faible, approche facile. Une des 4 via du Pays Diois. Parking recommandé à La Jarjatte (400m). Gare SNCF Lus la Croix Haute 8 min."
"82","Via Ferrata Le Pont Napoléon","Via ferrata insolite située sous le Pont Napoléon à 750m d'altitude. Accès depuis rive gauche du pont (versant Saint-Sauveur) en descendant par petit chemin rejoignant la rivière. Parcours court de 150 mètres câblés avec 70 mètres de dénivelé, relativement aérien avec passage légèrement surplombant de niveau D+. Le parcours débute par un mur raide suivi d'une vire et passage transversal légèrement déversant. Nouvelle traversée et remontée d'un passage vertical déposent au pied de la pile du pont. Nouvelle traversée dans beau mur suivie d'un passage assez aérien rejoint une vire puis le sentier. Durée 1 heure, approche facile 10 minutes. Gaz moyen. IMPORTANT : Depuis le sentier, possibilité de traverser le ravin par tyrolienne de 110m puis rejoindre l'autre versant par pont népalais, MAIS ces 2 agrès sont PAYANTS et accessibles uniquement avec encadrement professionnel obligatoire."
"83","Via Ferrata Le Malzieu","Via ferrata permettant de découvrir les gorges de la Truyère sous de spectaculaires points de vue. Ascension vertigineuse mais sécurisée procurant de belles sensations avec 60 mètres de dénivelé entre 860m et 920m d'altitude. Deux niveaux de difficultés physiques s'adaptant aussi bien aux débutants qu'aux pratiquants confirmés : un parcours facile (PD) et un parcours difficile (AD voire D). Environnement de gorges avec gaz faible, approche facile. Comprend 1 tyrolienne avec poulie rapide (speed). Site en accès libre toute l'année. Conception et réalisation : Antipodes en 2012. Accompagnement possible avec Lozère Escalade - Nicolas Talon. Location équipement : Loc Via 48 (15â‚¬/demi-journée, 28â‚¬/journée, 50â‚¬/week-end, réservation obligatoire)."
"84","Via Ferrata de Mazamet - Parcours complet avec tyroliennes","Via ferrata complète sur le site de la fameuse passerelle d'Hautpoul permettant d'arpenter les chemins rocheux et jouer les aventuriers équilibristes en toute sécurité. Parcours complet de 880 mètres avec 90 mètres de dénivelé de niveau AD à D+. En contrebas du village d'Hautpoul, plus de 880 mètres de via ferrata. Durée environ 2h30 pour l'ensemble du superbe parcours. Chemins aériens le long de la roche avec 4 tyroliennes dont 1 de 210 mètres ! Possibilité de faire uniquement la grande tyrolienne sans parcours complet. Une première partie ""débutant"" accessible permet de tester sa capacité à faire ou non l'ensemble. Gaz moyen, approche 20 min, retour 20 min. Poulies speed. Circuits en accès libre non accompagnés pour public averti. Néophytes : contacter accompagnateur diplômé. Conception Antipodes 2022, maître d'Å“uvre Alpes Ingé. Gare SNCF Mazamet."
"85","Via Ferrata de Mazamet - Sans tyroliennes","Via ferrata sur le site de la passerelle d'Hautpoul, parcours sans tyroliennes de 370 mètres avec 110 mètres de dénivelé de niveau AD à D+. En contrebas du village d'Hautpoul, ce parcours permet d'arpenter les chemins rocheux aériens le long de la roche en toute sécurité sans emprunter les tyroliennes. Durée environ 1h30. Une première partie ""débutant"" accessible permet de tester sa capacité. Gaz moyen, approche 30 min, retour 20 min. Circuits en accès libre non accompagnés pour public averti. Néophytes : contacter accompagnateur diplômé pour première initiation. Conception Antipodes 2022, maître d'Å“uvre Alpes Ingé. Gare SNCF Mazamet."
"86","Via Ferrata de Mazamet - Via Ferrata supérieure d'Hautpoul","Via ferrata supérieure d'Hautpoul sur le site de la fameuse passerelle, parcours court de 130 mètres avec 60 mètres de dénivelé de niveau PD. Parcours accessible aux débutants permettant de découvrir l'activité en contrebas du village d'Hautpoul. Durée environ 45 minutes. Chemins aériens le long de la roche en toute sécurité avec gaz moyen. Approche 20 min, retour 25 min. Circuits en accès libre non accompagnés pour public averti. Néophytes : contacter accompagnateur diplômé pour première initiation. Fait partie du système de via ferratas du site d'Hautpoul. Conception Antipodes 2022, maître d'Å“uvre Alpes Ingé. Gare SNCF Mazamet."
"87","Mini via ferrata de Céüze (Céüse)","Mini via ferrata servant de voie d'accès au plateau de Céüze permettant d'admirer un panorama à 360Â° dans un environnement mondialement connu pour la grimpe. C'est plus une randonnée avec la via ferrata en cerise sur le gâteau. Parcours très court de seulement 40 mètres pour 35 mètres de hauteur, niveau PD sur rocher calcaire en exposition Sud-Est. Ascension inférieure à 30 minutes mais approche longue d'environ 1h30 depuis le parking à 1150m. Le sentier assez raide rejoint le pied de la falaise. La via est située à droite de la cascade. Une fois sur le plateau à 2016m, possibilité de continuer vers le Pic de Céüze (40 min supplémentaires). Retour par le plateau et Col en passant le Torrent de Lumineuse (environ 2h). Gaz moyen. IMPORTANT : Voie interdite à la descente. NOTE : Une nouvelle mini via ferrata pour enfants est disponible à proximité de la Maison de Céüze."
"88","Via Ferrata Le Voile de la Mariée (Cascade de la Pisse)","Via ferrata athlétique, longue et aérienne servant d'introduction à l'alpinisme avec sensations et paysage 100% Oisans. Parcours assez long très vertical de 250 mètres de grimpe sur câble avec 210 mètres de dénivelé entre 1240m et 1450m, niveau D+. L'itinéraire suit la cascade sans discontinuer avec gaz fort en exposition Sud. Aucune échappatoire possible sauf belle vire rocheuse à mi-hauteur permettant un repos. Préparez vos bras pour ce parcours très vertical ! Une fois au sommet, on rejoint le refuge des Clots en 5 minutes. Retour possible par la via qui redescend de l'autre côté du refuge (1h) - RARE : possibilité de faire une via en boucle ! Ou retour par chemin des Aymes jusqu'à la route (1h30). Durée totale 3h30. Plateau d'Emparis classé et protégé depuis 1991, balcon face à La Meije - zone à préserver. Guide via ferrata Oisans page 9."
"89","Via Ferrata Le Capucin","Première via ferrata publique du département du Puy-de-Dôme se déroulant dans un cadre sauvage sur une falaise bénéficiant d'une vue grandiose sur toute la vallée de la Haute Dordogne et le sommet du Puy de Sancy. Parcours moyen de 400 mètres avec 222 mètres de dénivelé entre 1246m et 1468m, exposition Sud-Est. Difficulté très modérée (PD) avec une variante D (panneau rouge sur place), convenant particulièrement à une découverte de l'activité en famille ou entre amis. Le départ est commun à 3 niveaux : parcours vert facile, bleu difficulté modérée, rouge pour sportifs. Tous aboutissent au sommet du Capucin. Gaz faible. Durée 1h30, accès 20 min, retour 20 min. Pratique en autonomie possible avec matériel adéquat et respect consignes sécurité. Encadrement professionnel recommandé. Accès : Salon du Capucin (3 km Mont-Dore direction Tour d'Auvergne) par voiture ou funiculaire. Ã‚ge minimum 10 ans. Poids 40-120 kg. Fermeture si neige."
"90","Via Ferrata La Roche au Dade - Itinéraire initial (classique)","Itinéraire initial ou ""classique"" de la Roche au Dade permettant de rejoindre le belvédère, sommet de la via ferrata à 918m avec vue sur le bassin Morézien. Parcours moyen de 400 mètres de niveau AD avec 216 mètres de dénivelé entre 702m et 918m. Avec ses 70 mètres de tyrolienne (dont une montante !), échelles, pont de singes et pont népalais, cette via ferrata garantit 1h30 à 2h de sensations vertigineuses pour un bouquet final spectaculaire. Gaz moyen, approche facile. Retour 30 min. Environnement ville et falaise. Taille minimale conseillée : 1m20. Gare SNCF Morez à quelques minutes à pied."
"91","Via Ferrata La Roche au Dade - Variante athlétique","Variante athlétique de la Roche au Dade de 80 mètres de niveau D avec 208 mètres de dénivelé entre 710m et 918m. Le départ vertical est physique avec une tyrolienne MONTANTE nécessitant de se tracter sur sa seconde moitié pour rejoindre le parcours classique. IMPORTANT : Poulie sur longe courte OBLIGATOIRE pour ce parcours. Durée 30 min puis rejoint parcours initial (1h-1h30 supplémentaires). Accès 2 min, retour 30 min. Agrès incluant échelles, pont de singes, pont népalais et tyrolienne de 70m pour bouquet final sur bassin Morézien. Gaz moyen. Environnement ville et falaise. Taille minimale conseillée : 1m20. Gare SNCF Morez à quelques minutes à pied."
"92","Via Ferrata La Roche au Dade - Parcours ludique","Parcours ludique de la Roche au Dade restant sur le bas de la via ferrata avec 250 mètres de niveau AD entre 710m et 918m. Itinéraire adapté aux enfants comprenant une échelle horizontale, un pont népalais et une longue passerelle permettant de rejoindre la tyrolienne finale de 70 mètres (optionnelle). Durée 30 min à 1h. Accès 1 min, retour 1 min. Sensations vertigineuses avec bouquet final à 918m sur bassin Morézien. Gaz moyen, approche facile. Environnement ville et falaise. Taille minimale conseillée : 1m20. Gare SNCF Morez à quelques minutes à pied."
"93","Via Ferrata Le Liaucous - Parcours bleu","Parcours bleu de Liaucous : via ferrata très ludique et vertigineuse de niveau PD (peu difficile) avec 1000 mètres de longueur et 230 mètres de dénivelé entre 500m et 730m dans un environnement de roches insolites. Parcours assez long se croisant et s'entremêlant avec le parcours rouge. Très ludique avec ponts de singe, ponts népalais et passerelles. Gaz moyen. Une tyrolienne avec poulie speed (évitable par petit sentier). Marche d'approche environ 15 minutes, retour 30-40 minutes. La marche d'approche comme le retour passant par les corniches du Causse de Sauveterre au milieu des énormes chaos de rochers ruiniformes sont un véritable enchantement. Accès très bien signalé jusqu'au parking. Conception Antipodes 2007. Location : Antipodes (18â‚¬), camping du randonneur, snack de la via. Guides disponibles. Gare SNCF Millau 30 min."
"94","Via Ferrata Le Liaucous - Parcours rouge ""la Poire""","Parcours rouge ""la Poire"" de Liaucous : via ferrata très ludique et vertigineuse de niveau ED (extrêmement difficile) avec 1000 mètres de longueur et 230 mètres de dénivelé entre 500m et 730m dans un environnement de roches insolites. Parcours assez long se croisant et s'entremêlant avec le parcours bleu. ATTENTION : Ã€ ne pas prendre à la légère, cotation ED vraiment méritée ! La 2ème partie rouge dite ""la Poire"" présente des passages en dévers sur quelques mètres. La difficulté réside dans quelques passages très ""à bras"" sur parties déversantes. Ne présagez pas de vos capacités ! Possibilité de se rabattre sur parcours facile quand vraies difficultés commencent. Très ludique avec ponts de singe, ponts népalais, passerelles. Gaz moyen. Tyrolienne poulie speed (évitable). Approche 15 min, retour 30-40 min par corniches du Causse de Sauveterre et chaos de rochers ruiniformes. Conception Antipodes 2007."
"95","Via Ferrata Les Baumes du Verneau - Parcours jaune (enfants)","Parcours jaune des Baumes du Verneau : mini parcours spécialement conçu pour les enfants. Fait partie d'un ensemble de 1500 mètres de via ferrata offrant 4 parcours de difficultés croissantes et une tyrolienne de 35 mètres dans un environnement de forêt et rivière. Durée 30 minutes. Gaz faible, exposition Sud-Ouest et Nord-Ouest. Approche 15 min, retour 15 min. Location matériel sur place ""Les Repaires"" (hébergement, resto, accompagnement via/spéléo/canyoning) ouvert 9h-19h du 1er avril au 31 octobre. Réservation conseillée en pleine saison. Ã€ voir à proximité : source du Lison et Creux Billard. NOTE : Août 2025, seuls parcours rouges et noires du ""Château"" fermés."
"96","Via Ferrata Les Baumes du Verneau - Parcours bleu","Parcours bleu des Baumes du Verneau de niveau PD (peu difficile). Fait partie d'un ensemble long de 1500 mètres offrant 4 parcours de difficultés croissantes et une tyrolienne de 35 mètres dans un environnement de forêt et rivière. Durée 2-4h selon parcours choisi. Gaz faible, exposition Sud-Ouest et Nord-Ouest. Approche 15 min, retour 15 min. Location matériel sur place ""Les Repaires"" (hébergement, resto très bon, accompagnement via/spéléo/canyoning) ouvert 9h-19h du 1er avril au 31 octobre. Réservation conseillée en pleine saison. Ã€ voir à proximité : source du Lison et Creux Billard. NOTE : Août 2025, seuls parcours rouges et noires du ""Château"" fermés."
"97","Via Ferrata Les Baumes du Verneau - Parcours rouge","Parcours rouge des Baumes du Verneau de niveau D (difficile). Fait partie d'un ensemble long de 1500 mètres offrant 4 parcours de difficultés croissantes et une tyrolienne de 35 mètres dans un environnement de forêt et rivière. Durée 2-4h selon parcours choisi. Gaz faible, exposition Sud-Ouest et Nord-Ouest. Approche 15 min, retour 15 min. Location matériel sur place ""Les Repaires"" (hébergement, resto, accompagnement) ouvert 9h-19h du 1er avril au 31 octobre. Réservation conseillée. Ã€ voir : source du Lison et Creux Billard. IMPORTANT : Août 2025, parcours rouges et noires du ""Château"" FERMÃ‰S. Vérifier l'état d'ouverture avant de venir."
"98","Via Ferrata Les Baumes du Verneau - Parcours rouge pointillés (ED)","Parcours rouge pointillés des Baumes du Verneau de niveau ED (extrêmement difficile). Fait partie d'un ensemble long de 1500 mètres offrant 4 parcours de difficultés croissantes et une tyrolienne de 35 mètres dans un environnement de forêt et rivière. Parcours le plus difficile du site réservé aux experts. Durée 2-4h selon parcours choisi. Gaz faible, exposition Sud-Ouest et Nord-Ouest. Approche 15 min, retour 15 min. Location matériel sur place ""Les Repaires"" (hébergement, resto, accompagnement) ouvert 9h-19h du 1er avril au 31 octobre. Réservation conseillée. Ã€ voir : source du Lison et Creux Billard. IMPORTANT : Août 2025, parcours rouges et noires du ""Château"" FERMÃ‰S. Vérifier l'état d'ouverture avant de venir."
"99","Via Ferrata de Grand Bois - Parcours général (PD)","NOUVELLE via ferrata ouverte en MAI 2025. Le site de Grand Bois est constitué d'un éperon granitique qui se dresse depuis le fond de la vallée encaissée où serpente la Besbre. Le rocher se découvre après une marche d'approche d'environ 25 minutes depuis le bourg de Châtel-Montagne, au milieu de la forêt en pleine nature. Parcours moyen de 660 mètres (tyroliennes comprises) avec 6 secteurs de difficulté PD à AD à altitude moyenne de 500 mètres. Deux tyroliennes de 100m et 250m pour amateurs de sensations fortes. Les personnes moins téméraires peuvent effectuer le parcours en empruntant la passerelle qui passe au-dessus de la Besbre sans utiliser les tyroliennes. Gaz faible, environnement forêt. Retour 30 min. Praticable avec son propre matériel pour les initiés. Ã‚ge minimum 8 ans, taille minimale 1m30."
"100","Via Ferrata de Grand Bois - Parcours avec secteur S2' (AD)","NOUVELLE via ferrata ouverte en MAI 2025. Le site de Grand Bois est constitué d'un éperon granitique qui se dresse depuis le fond de la vallée encaissée où serpente la Besbre. Le rocher se découvre après 25 minutes de marche en forêt depuis Châtel-Montagne. Parcours de 660 mètres (tyroliennes comprises) avec 6 secteurs de PD à AD. Le secteur S2' est déconseillé aux débutants. Altitude moyenne 500 mètres. Deux tyroliennes de 100m et 250m pour sensations fortes. Alternative : passerelle au-dessus de la Besbre évitant les tyroliennes pour moins téméraires. Gaz faible, pleine nature. Retour 30 min. Praticable avec son propre matériel pour initiés. Ã‚ge minimum 8 ans, taille minimale 1m30."
"101","Via Ferrata du Rocher d'Arthouze - Parcours vert (initiation)","Parcours vert d'initiation du Rocher d'Arthouze de niveau F (facile). Via ferrata moins récente que la Rouanne mais très bien équipée, utilisant parfois les éléments naturels avec contact au rocher permettant l'ascension. Longueur 500 mètres avec 180 mètres de dénivelé entre 1450m et 1630m environ. Ne dispose ni de passerelle ni de pont de singe ou de tyrolienne. Via ferrata ombragée idéale pour pratique estivale. Ã€ éviter lendemain de pluie (roche glissante). Tunnel naturel présent. Durée 2h30, approche facile 5 min, retour 20 min, parking à 200m. Accès : Serre Eyraud puis piste forestière sur 2 km. Gaz faible à fort selon sections. Environnement forêt. Appeler OT en début/fin saison pour accessibilité."
"102","Via Ferrata du Rocher d'Arthouze - Parcours bleu (moyen)","Parcours bleu moyen du Rocher d'Arthouze. Via ferrata moins récente que la Rouanne mais très bien équipée, utilisant parfois les éléments naturels avec contact au rocher permettant l'ascension. Longueur 500 mètres avec 180 mètres de dénivelé entre 1450m et 1630m environ. Ne dispose ni de passerelle ni de pont de singe ou de tyrolienne. Via ferrata ombragée idéale pour pratique estivale. Ã€ éviter lendemain de pluie (roche glissante). Tunnel naturel présent. Durée 2h30, approche facile 5 min, retour 20 min, parking à 200m. Accès : Serre Eyraud puis piste forestière sur 2 km. Gaz faible à fort selon sections. Environnement forêt. Appeler OT en début/fin saison pour accessibilité."
"103","Via Ferrata du Rocher d'Arthouze - Parcours rouge (difficile)","Parcours rouge difficile du Rocher d'Arthouze. Via ferrata moins récente que la Rouanne mais très bien équipée, utilisant parfois les éléments naturels avec contact au rocher permettant l'ascension. Longueur 500 mètres avec 180 mètres de dénivelé entre 1450m et 1630m environ. Ambiance aérienne pour sortie sportive et mur final. Ne dispose ni de passerelle ni de pont de singe ou de tyrolienne. Via ferrata ombragée idéale pour pratique estivale. Ã€ éviter lendemain de pluie (roche glissante). Tunnel naturel présent. Durée 2h30, approche facile 5 min, retour 20 min, parking à 200m. Accès : Serre Eyraud puis piste forestière sur 2 km. Gaz faible à fort. Environnement forêt. Appeler OT en début/fin saison pour accessibilité."
"104","Via Ferrata du Rocher d'Arthouze - Parcours noir (très difficile)","Parcours noir très difficile du Rocher d'Arthouze de niveau D. Via ferrata moins récente que la Rouanne mais très bien équipée, utilisant parfois les éléments naturels avec contact au rocher permettant l'ascension. Longueur 500 mètres avec 180 mètres de dénivelé entre 1450m et 1630m environ. Ambiance aérienne pour sortie sportive et mur final. Ne dispose ni de passerelle ni de pont de singe ou de tyrolienne. Via ferrata ombragée idéale pour pratique estivale. Ã€ éviter lendemain de pluie (roche glissante). Tunnel naturel présent. Durée 2h30, approche facile 5 min, retour 20 min, parking à 200m. Accès : Serre Eyraud puis piste forestière sur 2 km. Gaz fort. Environnement forêt. Appeler OT en début/fin saison pour accessibilité."
"105","Via Ferrata La Roche du Mont - Première partie (AD)","Première partie de la via ferrata de La Roche du Mont empruntant la falaise qui domine la ville sur 550 mètres au total. Parcours de première partie de niveau AD accessible à tous les pratiquants entraînés à altitude de 400m en exposition Sud-Ouest. Gaz faible. Durée 1h30-2h, approche 15 min, retour 15 min. Ã‰quipements : 1 échelle au départ, 1 échelle à la sortie du Faucon Crécerelle à la fin du parcours AD, 3 ponts, 2 poutres. Possibilité d'échappatoire en début de parcours AD. 5 sorties possibles au total sur l'ensemble de la via. Environnement ville et falaise. Pas de tyrolienne. Se décompose en deux parties, cette première partie AD suivie d'une seconde partie ED extrêmement difficile."
"106","Via Ferrata La Roche du Mont - Seconde partie (ED)","Seconde partie de la via ferrata de La Roche du Mont de niveau ED (extrêmement difficile) empruntant la falaise qui domine la ville. S'adresse UNIQUEMENT aux pratiquants très expérimentés ! ATTENTION : Témoignage pratiquant : ""Elle a été pour moi la plus difficile que j'ai faite en France, même la casquette de Florac est moins épuisante, attention ici, je me suis retrouvé en difficulté"". Niveau ED+ selon retour terrain. Altitude 400m, exposition Sud-Ouest. Gaz faible mais difficulté technique extrême. Durée 1h30-2h incluant partie AD. Approche 15 min, retour 15 min. Ã‰quipements : 3 ponts, 2 poutres. 5 sorties possibles sur ensemble via. Environnement ville et falaise. NE PAS SOUS-ESTIMER la difficulté de ce parcours."
"107","Via Ferrata Le Liauzu - Parcours Perce-Pierres (PD)","Parcours Perce-Pierres du Liauzu de niveau PD, idéal pour les débutants. Profitez du spectacle de la vallée du Célé entre pierre et rivière, entre ciel et terre dans un milieu naturel préservé. Parcours de 210 mètres avec gaz moyen offrant de beaux passages aériens et une vue imprenable. La passerelle de l'Ermite de 54 mètres de long ainsi que le pont népalais des Hirondelles de 29 mètres permettent d'apprécier la richesse de cet environnement exceptionnel. Durée environ 1h30, approche 20 min. Taille minimale 1m30. Environnement falaise et rivière. Conception Antipodes 2021, maître d'Å“uvre Geolithe. Accès libre toute l'année."
"108","Via Ferrata Le Liauzu - Parcours Dièdre Blanc (D)","Parcours Dièdre Blanc du Liauzu de niveau D, plutôt réservé aux via ferratistes aguerris. Domine la falaise calcaire et offre le spectacle de la vallée du Célé entre pierre et rivière, entre ciel et terre dans un milieu naturel préservé. Parcours assez long de 500 mètres avec gaz moyen offrant de beaux passages aériens et une vue imprenable. La passerelle de l'Ermite de 54 mètres de long ainsi que le pont népalais des Hirondelles de 29 mètres permettent d'apprécier la richesse de cet environnement exceptionnel. Durée 2h30 à 3h environ, approche 20 min. Taille minimale 1m30. Environnement falaise et rivière. Conception Antipodes 2021, maître d'Å“uvre Geolithe. Accès libre toute l'année."
"109","Via Ferrata du Paturle - Parcours ""famille"" (AD-)","Parcours ""famille"" du Paturle de niveau AD-, via ferrata récente ouverte depuis le printemps 2022. Occasion de vivre une aventure aérienne, verticale et ludique bien sécurisée à 2 pas du village d'Orpierre mais déjà en pleine nature. Parcours moyen comprenant pont népalais, pont de singe, poutre en ligne de vie continue. Altitude falaise 820m, exposition Nord-est, gaz moyen. Durée 1h à 1h30 de plaisir. Accès 15 min, retour 20 min. Accessibilité dès 1m40. Environnement falaise et forêt. Location matériel au village au magasin d'escalade Vertige Sport. Guides disponibles au village pour accompagnement. Accès : source de Pin Perdu direction camping, après pont à droite. Accès libre toute l'année sous réserve météo favorable."
"110","Via Ferrata du Paturle - Parcours ""sportif"" (D+)","Parcours ""sportif"" du Paturle de niveau D+, via ferrata récente ouverte depuis le printemps 2022. Occasion de vivre une aventure aérienne, verticale et ludique bien sécurisée à 2 pas du village d'Orpierre mais déjà en pleine nature. Parcours en partie commun avec le parcours famille auquel s'ajoute une tyrolienne. Altitude falaise 820m, exposition Nord-est, gaz moyen. Durée 2h de plaisir. Accès 15 min, retour 20 min. Accessibilité dès 1m40. Environnement falaise et forêt. Location matériel au village au magasin d'escalade Vertige Sport. Guides disponibles au village pour accompagnement. Accès : source de Pin Perdu direction camping, après pont à droite. Accès libre toute l'année sous réserve météo favorable."
"111","Via Ferrata Le Curalla","Via ferrata unique au Pays du Mont-Blanc se déroulant sur une barre calcaire orientée plein sud face au Mont-Blanc. Parcours moyen de 400 mètres de niveau AD+ avec 170 mètres de dénivelé entre 1250m et 1420m. Difficulté abordable pour pratiquants entraînés dans un environnement de falaise et forêt avec gaz fort. Durée 1h30, approche 20 min, retour 45 min. Exposition plein Sud. IMPORTANT : Via ferrata exposée plein Sud, prévoir de l'eau. Accessible à partir d'1,50m. Location matériel au Cabanon de la Via ou chez Session Raft. Gares SNCF proches : Chedde, Saint-Gervais-les-Bains - Le Fayet, Sallanches. Contactez l'OT en début et fin de saison pour accessibilité."
"112","Via Ferrata Les Bettières - Tronçon 1 ""L'éperon des Croës"" (PD)","Tronçon 1 ""L'éperon des Croës"" des Bettières de niveau PD (peu difficile), accessible aux enfants. Proche du refuge-porte de Rosuel, parcours magnifique sur ligne d'arêtes, piliers et falaises verticales ou surplombantes avec superbe panorama. Premier tronçon de 3 tronçons de difficulté progressive permettant à tous de découvrir l'activité. Ã‰chappatoire en fin de tronçon. Altitude départ 1556m, arrivée 1910m, dénivelé 354m sur 500m total. Exposition Ouest-Sud-Ouest, heures grimpe conseillées le matin. Approche 15 min. IMPORTANT : Suite à éboulement, sortie doit se faire tout droit suivant balisage sur site. Itinéraire descente NON autorisé. Durée retour allongée environ 15 min. Contacter OT pour dates exactes saison."
"113","Via Ferrata Les Bettières - Tronçon 2 (AD)","Tronçon 2 des Bettières de niveau AD. Proche du refuge-porte de Rosuel, parcours magnifique sur ligne d'arêtes, piliers et falaises verticales ou surplombantes avec superbe panorama. Débute par une verticale d'environ 50 mètres, suivie par une arête exposée, continue par seconde verticale pour s'achever sur le pont népalais. Seconde échappatoire permettant redescente dans la vallée. Fait partie de 3 tronçons de difficulté progressive. Altitude départ 1556m, arrivée 1910m, dénivelé 354m sur 500m total. Exposition Ouest-Sud-Ouest, heures grimpe conseillées le matin. Approche 0 min depuis tronçon 1. IMPORTANT : Suite à éboulement, sortie tout droit suivant balisage. Itinéraire descente NON autorisé. Durée retour allongée environ 15 min."
"114","Via Ferrata Les Bettières - Tronçon 3 ""La grande dalle jaune"" (D+)","Tronçon 3 ""La grande dalle jaune"" des Bettières de niveau D+. Proche du refuge-porte de Rosuel, parcours magnifique sur ligne d'arêtes, piliers et falaises verticales ou surplombantes avec superbe panorama. La grande dalle jaune surplombante plus sportive. Deux options retour : par le plateau pour rattraper le sentier ""Les Lanches - Mont Pourri"" ou par sortie câblée à gauche qui descend directement dans combe voisine et redescend en lacet. Tronçon le plus difficile des 3 tronçons progressifs. Altitude départ 1556m, arrivée 1910m, dénivelé 354m sur 500m total. Exposition Ouest-Sud-Ouest, heures grimpe conseillées le matin. Approche 0 min depuis tronçon 2. IMPORTANT : Suite à éboulement, sortie tout droit suivant balisage. Itinéraire descente NON autorisé. Durée retour allongée environ 15 min."
"115","Via Ferrata du Gouffre d'Enfer - Parcours Enfants (PD)","Parcours Enfants du Gouffre d'Enfer de niveau PD, beaucoup plus accessible et peut être fait en famille. Via ferrata de Planfoy disposant de 2 passerelles, pont de singe et grande tyrolienne dans un décor naturel et préservé. Parcours de 250 mètres avec 50 mètres de dénivelé entre 650m et 700m. Gaz faible dans environnement de forêt et site historique. Un petit rocher test est présent avant le parcours enfants. IMPORTANT : Minimum 1m10 et enfants de moins de 40 kg doivent être encordés. Accès depuis parking à la fin de la route du Gouffre d'Enfer en quelques pas (approche très courte). Gare SNCF Saint-Etienne Bellevue à 15 min en voiture. Ouverture toute l'année."
"116","Via Ferrata du Gouffre d'Enfer - Parcours Adultes (AD)","Parcours Adultes du Gouffre d'Enfer de niveau AD. Sans être inaccessible, s'adresse aux personnes un minimum sportives et qui n'ont pas peur du vide. Via ferrata de Planfoy disposant de 2 passerelles, pont de singe et grande tyrolienne dans un décor naturel et préservé. Parcours assez long de 600 mètres avec 150 mètres de dénivelé entre 750m et 800m. Gaz faible dans environnement de forêt et site historique. Minimum 1m40. Accès depuis parking à la fin de la route du Gouffre d'Enfer en quelques pas (approche très courte). Gare SNCF Saint-Etienne Bellevue à 15 min en voiture. Ouverture toute l'année."
